Unique_Identifier,Collection_Name,ISO_Code,Painting_Title,Painting_Description,Date_Painted_Start,Date_Painted_End,Artist_Name_INPUT,Artist_Dates_INPUT,Category,Tags,Painting_Title_Capitals
TWW0000002059,Bristol Museum & Art Gallery,ENG,Povera Maltese [Poor Maltese Woman],,1836,1836,Vincenzo Feneck,,People & Society,portraits,Povera Maltese [Poor Maltese Woman]
TWW0000002060,Bristol Museum & Art Gallery,ENG,Camp of Bristol Rifle Volunteers on the Downs,,1868,1868,W. Prout,,People & Society,"military,professions,encampments,food,leisure",Camp Bristol Rifle Volunteers Downs
TWW0000002061,Bristol Museum & Art Gallery,ENG,"Wickham Bridge, Stapleton",,1880,1880,Walter West,1860-1933,Travel & Transport,"bridges,roads,cows,people,trees","Wickham Bridge, Stapleton"
TWW0000002062,Bristol Museum & Art Gallery,ENG,Quarry on Durdham Down,,1865,1865,William Arnee Frank,1808-1897,Landscapes & Seascapes,"mining,sheep,cliffs",Quarry Durdham Down
TWW0000002063,Bristol Museum & Art Gallery,ENG,View near the Hotwells: Clifton Turnpike,The artist was Lieut. Colonel William Booth of the Royal Engineers.,1816,1816,William Booth,1748-1826,Landscapes & Seascapes,"travel,roads,people,buildings",View Hotwells: Clifton Turnpike
TWW0000002064,Bristol Museum & Art Gallery,ENG,"View of Granby Hill, Clifton, from the West",The artist was Lieut. Colonel William Booth of the Royal Engineers.,1822,1822,William Booth,1748-1826,Buildings & Architecture,"cityscapes,government buildings,public spaces,residential buildings,rivers,ports","View Granby Hill, Clifton, West"
TWW0000002065,Bristol Museum & Art Gallery,ENG,"View of Bristol from Mother Pugsley's Field, Cotham",The artist was Lieut. Colonel William Booth of the Royal Engineers.,1819,1819,William Booth,1748-1826,Landscapes & Seascapes,"residential buildings,cityscapes,religious buildings,fields,people,society","View Bristol Mother Pugsley's Field, Cotham"
TWW0000002066,Bristol Museum & Art Gallery,ENG,"View of Granby Hill, Clifton, from the West [preparatory drawing]",The artist was Lieut. Colonel William Booth of the Royal Engineers.,1817,1817,William Booth,1748-1826,Landscapes & Seascapes,"cityscapes,residential buildings,rivers,boats,roads","View Granby Hill, Clifton, West [preparatory"
TWW0000002067,Bristol Museum & Art Gallery,ENG,The Avon Gorge from above Walcombe Slade,,1840,1843,William Corbett Burder,1822-1865,Landscapes & Seascapes,"rivers,valleys,bridges,construction",The Avon Gorge Walcombe Slade
TWW0000002068,Bristol Museum & Art Gallery,ENG,From Arnos Vale,,1790,1877,William Curtis,1790-c.1877,Landscapes & Seascapes,"buildings,residential buildings",From Arnos Vale
TWW0000002069,Bristol Museum & Art Gallery,ENG,St. Mary Redcliffe,,1790,1877,William Curtis,1790-c.1877,Buildings & Architecture,"horses,residential buildings,religious buildings",St. Mary Redcliffe
TWW0000002070,Bristol Museum & Art Gallery,ENG,Ashton Church,,1790,1877,William Curtis,1790-c.1877,Buildings & Architecture,"roads,travel,sheep,people,residential buildings,religious buildings",Ashton Church
TWW0000002071,Bristol Museum & Art Gallery,ENG,Backwell Church,,1790,1877,William Curtis,1790-c.1877,Buildings & Architecture,"roads,travel,people,religious buildings",Backwell Church
TWW0000002072,Bristol Museum & Art Gallery,ENG,Flax Bourton Church,,1790,1877,William Curtis,1790-c.1877,Buildings & Architecture,"roads,travel,people,residential buildings,religious buildings",Flax Bourton Church
TWW0000006357,Manchester Art Gallery,ENG,"Pont-Y-Pair, North Wales",,1845,1845,David Cox the elder,1783-1859,Landscapes & Seascapes,"bridges,rivers,hills","Pont-Y-Pair, North Wales"
TWW0000006358,Manchester Art Gallery,ENG,Road from Bettws-Y-Coed to Capel Curig,,1840,1840,David Cox the elder,1783-1859,Landscapes & Seascapes,"roads,bridges,mountains,trees",Road Bettws-Y-Coed Capel Curig
TWW0000006359,Manchester Art Gallery,ENG,Road Scene with Two Figures on the Left,,1850,1850,David Cox the elder,1783-1859,Landscapes & Seascapes,"roads,people,trees",Road Scene Two Figures Left
TWW0000006360,Manchester Art Gallery,ENG,"Shakespeare's Cliff, Dover",,1835,1835,David Cox the elder,1783-1859,People & Society,"cliffs,ports,coasts","Shakespeare's Cliff, Dover"
TWW0000006361,Manchester Art Gallery,ENG,Sketch of a Stream,,1845,1845,David Cox the elder,1783-1859,Landscapes & Seascapes,"streams,trees,buildings",Sketch Stream
TWW0000006362,Manchester Art Gallery,ENG,Windsor,,1830,1830,David Cox the elder,1783-1859,Landscapes & Seascapes,"castles,hills,rivers,fishing,bridges",Windsor
TWW0000006363,Manchester Art Gallery,ENG,Entrance to a Country House,,1832,1832,David Cox the elder,1783-1859,Buildings & Architecture,"roads,residential buildings,trees,stately homes",Entrance Country House
TWW0000006364,Manchester Art Gallery,ENG,"Haddon Hall, Derbyshire",,1830,1830,David Cox the elder,1783-1859,Buildings & Architecture,"stately homes,hills,trees","Haddon Hall, Derbyshire"
TWW0000006365,Manchester Art Gallery,ENG,"Harbourne Church, Warwickshire",,1842,1842,David Cox the elder,1783-1859,Buildings & Architecture,"religious buildings,trees","Harbourne Church, Warwickshire"
TWW0000006366,Manchester Art Gallery,ENG,River Irwell,,1860,1860,David Cox the elder,1783-1859,Buildings & Architecture,"rivers,bridges,residential buildings,trees",River Irwell
TWW0000006367,Manchester Art Gallery,ENG,"Rue De Conde, Amiens",,1832,1832,David Cox the elder,1783-1859,Buildings & Architecture,"residential buildings,roads,people,social life","Rue De Conde, Amiens"
TWW0000006368,Manchester Art Gallery,ENG,Warwick Castle,,1830,1830,David Cox the elder,1783-1859,Buildings & Architecture,"castles,trees,rivers",Warwick Castle
TWW0000006369,Manchester Art Gallery,ENG,"Bramhall Hall, Cheshire",Large windowed hall situated on the edge of a hill. Bridge and smoking chimney in distance on left.,1857,1857,David Harrison,,Buildings & Architecture,"stately homes,residential buildings,gardens","Bramhall Hall, Cheshire"
TWW0000006370,Manchester Art Gallery,ENG,"Bramhall Hall, Cheshire",,1857,1857,David Harrison,,Buildings & Architecture,"stately homes,trees,hills","Bramhall Hall, Cheshire"
TWW0000007855,Museum of New Zealand Te Papa Tongarewa,ENG,"Porch, Peckenham Church, Kent",,1830,1830,James Holland,,Buildings & Architecture,"religious buildings,people,social life,roads","Porch, Peckenham Church, Kent"
TWW0000007856,Museum of New Zealand Te Papa Tongarewa,ENG,"Moors at Pen-Craig, North Wales",,1871,1871,James Jackson Curnock,1839-1891,Landscapes & Seascapes,"mountains,hills,mammals,plants,lakes,roads","Moors Pen-Craig, North Wales"
TWW0000007857,Museum of New Zealand Te Papa Tongarewa,ENG,Silverstream,,1896,1896,James M. Nairn,,Landscapes & Seascapes,"streams,mountains",Silverstream
TWW0000007858,Museum of New Zealand Te Papa Tongarewa,ENG,Hutt Valley,,1895,1895,James McLachlan Nairn,1859-1904,Landscapes & Seascapes,"mountains,lakes",Hutt Valley
TWW0000007859,Museum of New Zealand Te Papa Tongarewa,ENG,Summer,,1898,1898,James McLachlan Nairn,1859-1904,Landscapes & Seascapes,"fields,hills",Summer
TWW0000007860,Museum of New Zealand Te Papa Tongarewa,ENG,Hutt Valley Landscape,,1904,1904,James McLachlan Nairn,1859-1904,Landscapes & Seascapes,"valleys,mammals,trees,plains,buildings",Hutt Valley Landscape
TWW0000007861,Museum of New Zealand Te Papa Tongarewa,ENG,Titahi Bay,,1894,1894,James McLachlan Nairn,1859-1904,Landscapes & Seascapes,"bays,boats,travel,transport,islands",Titahi Bay
TWW0000007862,Museum of New Zealand Te Papa Tongarewa,ENG,Porirua Harbour,,1894,1894,James McLachlan Nairn,1859-1904,Landscapes & Seascapes,"bays,beaches,coasts,hills,people,fishing,boats",Porirua Harbour
TWW0000007863,Museum of New Zealand Te Papa Tongarewa,ENG,Silverstream,,1899,1899,James McLachlan Nairn,1859-1904,Landscapes & Seascapes,"rivers,streams,hills,trees,plains",Silverstream
TWW0000007864,Museum of New Zealand Te Papa Tongarewa,ENG,Street Scene,,1904,1904,James McLachlan Nairn,1859-1904,Landscapes & Seascapes,"townscapes,buildings,roads,trees",Street Scene
TWW0000007865,Museum of New Zealand Te Papa Tongarewa,ENG,Landscape with Bridge,,1900,1900,James Robertson,,Landscapes & Seascapes,"bridges,valleys",Landscape Bridge
TWW0000007866,Museum of New Zealand Te Papa Tongarewa,ENG,Akaroa Harbour,,1880,1880,John Barr Clark Hoyte,c.1835-1913,Landscapes & Seascapes,"mountains,lakes",Akaroa Harbour
TWW0000002381,Chris Beetles Gallery,ENG,Cairo,,1905,1905,Albert Goodwin,1845-1932,Buildings & Architecture,"religious buildings,events,festivals",Cairo
TWW0000002382,Chris Beetles Gallery,ENG,The Northwest Corner of St Mark's,,1845,1932,Albert Goodwin,1845-1932,Buildings & Architecture,"religious buildings,town squares,public spaces",The Northwest Corner St Mark's
TWW0000002383,Chris Beetles Gallery,ENG,"Crane Bridge, Salisbury",,1845,1932,Albert Goodwin,1845-1932,Buildings & Architecture,"bridges,residential buildings","Crane Bridge, Salisbury"
TWW0000002384,Chris Beetles Gallery,ENG,Canterbury,,1845,1932,Albert Goodwin,1845-1932,Buildings & Architecture,"bridges,religious buildings",Canterbury
TWW0000002385,Chris Beetles Gallery,ENG,Worcester,,1845,1932,Albert Goodwin,1845-1932,Buildings & Architecture,"religious buildings,rivers",Worcester
TWW0000002386,Chris Beetles Gallery,ENG,Westminster from Lambeth Bridge,,1845,1932,Albert Goodwin,1845-1932,Buildings & Architecture,"religious buildings,rivers,government buildings",Westminster Lambeth Bridge
TWW0000002387,Chris Beetles Gallery,ENG,"Oriel College, Oxford",,1845,1932,Albert Goodwin,1845-1932,Buildings & Architecture,educational buildings,"Oriel College, Oxford"
TWW0000002388,Chris Beetles Gallery,ENG,"Holyrood, Edinburgh","Palace of Holyroodhouse, official residence of the British Monarch in Scotland.",1845,1932,Albert Goodwin,1845-1932,Buildings & Architecture,"castles,stately homes,government buildings,roads","Holyrood, Edinburgh"
TWW0000002389,Chris Beetles Gallery,ENG,Exeter,,1845,1932,Albert Goodwin,1845-1932,Buildings & Architecture,religious buildings,Exeter
TWW0000002390,Chris Beetles Gallery,ENG,Wells Cathedral,,1845,1932,Albert Goodwin,1845-1932,Buildings & Architecture,religious buildings,Wells Cathedral
TWW0000002391,Chris Beetles Gallery,ENG,Lincoln,,1845,1932,Albert Goodwin,1845-1932,Buildings & Architecture,"religious buildings,townscapes",Lincoln
TWW0000002392,Chris Beetles Gallery,ENG,Corfe Castle,,1845,1932,Albert Goodwin,1845-1932,Buildings & Architecture,"castles,hills",Corfe Castle
TWW0000002393,Chris Beetles Gallery,ENG,"Christchurch, Hampshire",Christchurch became part of the county of Dorset in 1974.,1845,1932,Albert Goodwin,1845-1932,Buildings & Architecture,religious buildings,"Christchurch, Hampshire"
TWW0000002394,Chris Beetles Gallery,ENG,Thun,,1845,1932,Albert Goodwin,1845-1932,Buildings & Architecture,"town squares,government buildings",Thun
TWW0000000099,Abbot Hall Art Gallery,ENG,Lily of the Valley Island,,1827,1827,John Harden,1772-1847,Landscapes & Seascapes,"lakes,trees,hills,boats",Lily Valley Island
TWW0000000100,Abbot Hall Art Gallery,ENG,Exterior Village Scene,,1772,1847,John Harden,1772-1847,Landscapes & Seascapes,"lakes,trees,hills",Exterior Village Scene
TWW0000000101,Abbot Hall Art Gallery,ENG,Exterior Autumnal Scene,,1806,1806,John Harden,1772-1847,Landscapes & Seascapes,"lakes,trees,hills",Exterior Autumnal Scene
TWW0000000102,Abbot Hall Art Gallery,ENG,Skelwith,,1826,1826,John Harden,1772-1847,Landscapes & Seascapes,"lakes,trees,hills,agriculture,industries",Skelwith
TWW0000000103,Abbot Hall Art Gallery,ENG,Waterhead,,1772,1847,John Harden,1772-1847,Landscapes & Seascapes,"residential buildings,forests,lakes,trees,hills",Waterhead
TWW0000000104,Abbot Hall Art Gallery,ENG,From Brathay,,1819,1819,John Harden,1772-1847,Landscapes & Seascapes,"lakes,trees,hills,people",From Brathay
TWW0000000105,Abbot Hall Art Gallery,ENG,Holm Crag,,1833,1833,John Harden,1772-1847,Landscapes & Seascapes,"lakes,trees,hills,boats",Holm Crag
TWW0000000106,Abbot Hall Art Gallery,ENG,"A Picnic Party, Windermere",,1822,1822,John Harden,1772-1847,Landscapes & Seascapes,"lakes,trees,hills,leisure","A Picnic Party, Windermere"
TWW0000000107,Abbot Hall Art Gallery,ENG,Langdale Pikes,,1772,1847,John Harden,1772-1847,Landscapes & Seascapes,"mountains,lakes,trees,hills",Langdale Pikes
TWW0000000108,Abbot Hall Art Gallery,ENG,Brathay River,,1772,1847,John Harden,1772-1847,Landscapes & Seascapes,"mountains,lakes,trees,hills",Brathay River
TWW0000000109,Abbot Hall Art Gallery,ENG,Croft Lodge,,1800,1800,John Harden,1772-1847,Buildings & Architecture,"lakes,trees,hills,people",Croft Lodge
TWW0000000110,Abbot Hall Art Gallery,ENG,Hawkshead Church,,1772,1847,John Harden,1772-1847,Buildings & Architecture,"religious buildings,trees",Hawkshead Church
TWW0000000111,Abbot Hall Art Gallery,ENG,Calder Abbey,,1772,1847,John Harden,1772-1847,Buildings & Architecture,"religious buildings,trees,ruins",Calder Abbey
TWW0000000112,Abbot Hall Art Gallery,ENG,The Bridge House,,1772,1847,John Harden,1772-1847,Buildings & Architecture,"bridges,residential buildings,mountains",The Bridge House
TWW0000026443,Private Collection,ENG,Durham,,1747,1821,Joseph Farington,1747-1821,Buildings & Architecture,"religious buildings,rivers,bridges,cityscapes",Durham
TWW0000026444,Private Collection,ENG,View near Geneva,,1801,1900,Joseph Geldhart,1808-1882,Landscapes & Seascapes,"religious buildings,towers,cottages,hills,trees",View Geneva
TWW0000026445,Private Collection,ENG,Lake Lucerne near Brunnen,,1775,1851,Joseph Mallord William Turner,1775-1851,Landscapes & Seascapes,"lakes,mountains,hills,landscapes",Lake Lucerne Brunnen
TWW0000026446,Private Collection,ENG,Tintern Abbey,,1806,1859,Joseph Murray Ince,1806-1859,Buildings & Architecture,"religious buildings,ruins,people,mammals,sheep",Tintern Abbey
TWW0000026447,Private Collection,ENG,Windsor Castle,,1806,1859,Joseph Murray Ince,1806-1859,Landscapes & Seascapes,"castles,royalty,rivers,boats,people,trees",Windsor Castle
TWW0000026450,Private Collection,ENG,Figures on a path to a Bridge by old Buildings,,1803,1852,Joseph W. Allen,1803-1852,Buildings & Architecture,"roads,rivers,bridges,cottages",Figures Bridge Buildings
TWW0000026451,Private Collection,ENG,View on the Thames,,1803,1852,Joseph W. Allen,1803-1852,Landscapes & Seascapes,"rivers,boats,transport,travel,people",View Thames
TWW0000026452,Private Collection,ENG,Cowherd and Cattle in Wooded Landscape,,1840,1840,Joseph W. Allen,1803-1852,Landscapes & Seascapes,"mammals,cows,people,professions,agriculture,trees,leisure",Cowherd Cattle Wooded Landscape
TWW0000026453,Private Collection,ENG,A Scene in the Lake District,,1764,1831,Joseph Wilkinson,1764-1831,Landscapes & Seascapes,"mountains,valleys,cottages",A Scene Lake District
TWW0000026454,Private Collection,ENG,A Bridge in the Lake District,,1764,1831,Joseph Wilkinson,1764-1831,Buildings & Architecture,"bridges,mountains,residential buildings,rivers",A Bridge Lake District
TWW0000026455,Private Collection,ENG,View on the Isle of Wight,"Inscription reads: ""Pulpit Rock Bonchurch"".",1780,1780,Joshua Cristall,1767-1847,Landscapes & Seascapes,"roads,rivers,trees",View Isle Wight
TWW0000004369,Eton College Collections,ENG,Philae on the Nile,,1867,1867,Edward Lear,1812-1888,Landscapes & Seascapes,"ruins,rivers,mountains,trees,boats",Philae Nile
TWW0000004370,Eton College Collections,ENG,"The Monastery of Varlaam, Meteora",,1812,1888,Edward Lear,1812-1888,Landscapes & Seascapes,"religious buildings,cliffs,mountains,people,religion","The Monastery Varlaam, Meteora"
TWW0000004371,Eton College Collections,ENG,"Erme Mouth, Devon, low water",,1833,1867,Edward Thompson Davis,1833-1867,Landscapes & Seascapes,"rivers,mountains,hills","Erme Mouth, Devon,"
TWW0000004372,Eton College Collections,ENG,"Upton Magna, Shrewsbury",,1833,1867,Edward Thompson Davis,1833-1867,Landscapes & Seascapes,"trees,fields,religious buildings,architecture","Upton Magna, Shrewsbury"
TWW0000004373,Eton College Collections,ENG,Weston's Yard,,1812,1884,Emma Keate,1812-1884,Buildings & Architecture,"religious buildings,educational buildings",Weston's Yard
TWW0000004374,Eton College Collections,ENG,Corps Camp on the Downs,,1886,1933,Eric Walter Powell,1886-1933,People & Society,"hills,coasts,encampments,military",Corps Camp Downs
TWW0000004375,Eton College Collections,ENG,Rowing near Windsor,,1886,1933,Eric Walter Powell,1886-1933,Landscapes & Seascapes,"rivers,parks,bridges,boats",Rowing Windsor
TWW0000004376,Eton College Collections,ENG,Sea Estuary on a grey day,,1886,1933,Eric Walter Powell,1886-1933,Landscapes & Seascapes,"coasts,beaches",Sea Estuary
TWW0000004377,Eton College Collections,ENG,The Brocas and Windsor Castle,,1886,1933,Eric Walter Powell,1886-1933,Buildings & Architecture,"rivers,parks,trees",The Brocas Windsor Castle
TWW0000004378,Eton College Collections,ENG,Interior staircase to College Chapel and Upper School,,1886,1933,Eric Walter Powell,1886-1933,Buildings & Architecture,"religious buildings,educational buildings,interiors",Interior College Chapel Upper School
TWW0000004379,Eton College Collections,ENG,Westminster and St. James's Palace from the fields of Mayfair,,1700,1700,Francis Place,1647-1728,Landscapes & Seascapes,"cityscapes,rivers,religious buildings",Westminster St. James's Palace Mayfair
TWW0000004380,Eton College Collections,ENG,A Man-O'-War preparing to sail,,1647,1728,Francis Place,1647-1728,Landscapes & Seascapes,"boats,ships,storms",A Man-O'-War
TWW0000004381,Eton College Collections,ENG,A view in Ugbrooke Park,,1739,1816,Francis Towne,1739-1816,Landscapes & Seascapes,"trees,forests,hills,parks",A Ugbrooke Park
TWW0000004382,Eton College Collections,ENG,A Rocky Landscape with a Waterfall,,1795,1795,Francis Towne,1739-1816,Landscapes & Seascapes,"trees,forests,hills,waterfalls",A Rocky Landscape Waterfall
TWW0000004495,Eton College Collections,ENG,"The Church Yard with the West End of the Cathedral, Exeter",,1796,1796,John White Abbott,1764-1851,Buildings & Architecture,"religious buildings,residential buildings,public spaces,people,social life,mammals,horses,trees","The Church Yard West End Cathedral, Exeter"
TWW0000004496,Eton College Collections,ENG,New Bridge on the Dart at Holne Chace,,1764,1851,"John White Abbott ",1764-1851,Landscapes & Seascapes,"trees,hills,mountains,rivers,bridges",New Bridge Dart Holne Chace
TWW0000004497,Eton College Collections,ENG,"A distant view of Eton, from the south west",,1747,1821,Joseph Farington,1747-1821,Landscapes & Seascapes,"hills,fields,educational buildings","A Eton,"
TWW0000004498,Eton College Collections,ENG,View of the Grand Horn work of Valenciennes,,1797,1797,Joseph Farington,1747-1821,Landscapes & Seascapes,"fields,hills,trees,people,military,buildings,architecture,cityscapes",View Grand Horn Valenciennes
TWW0000004499,Eton College Collections,ENG,"Amwell, Hertfordshire",,1747,1821,Joseph Farington,1747-1821,Landscapes & Seascapes,"fields,gardens,residential buildings,architecture,people,domestic life,trees","Amwell, Hertfordshire"
TWW0000004500,Eton College Collections,ENG,"Stanstead, Essex",,1747,1821,Joseph Farington,1747-1821,Landscapes & Seascapes,"rivers,trees,bridges,residential buildings,farms,people,domestic life,boats","Stanstead, Essex"
TWW0000004501,Eton College Collections,ENG,"Château d'Arques, near Dieppe",,1834,1834,Joseph Mallord William Turner,1775-1851,Landscapes & Seascapes,"castles,ruins,mountains,hills,people,agriculture",Château Dieppe
TWW0000004502,Eton College Collections,ENG,Germany & Burg Katz on the Rhine Verso,,1844,1844,Joseph Mallord William Turner,1775-1851,Landscapes & Seascapes,"castles,townscapes,rivers,mountains",Germany & Burg Katz Rhine Verso
TWW0000004503,Eton College Collections,ENG,St. Goar looking towards St. Goarhausen,,1844,1844,Joseph Mallord William Turner,1775-1851,Buildings & Architecture,"townscapes,people,mammals,horses",St. Goar St. Goarhausen
TWW0000004504,Eton College Collections,ENG,Skiddaw & Derwentwater,Additional Artists: [After. Edward Dayes (1763-1804)].,1794,1794,Joseph Mallord William Turner,,Landscapes & Seascapes,"lakes,mountains,hills,trees,residential buildings",Skiddaw & Derwentwater
TWW0000004505,Eton College Collections,ENG,Lake Lucerne,Additional Artists: [After. John Robert Cozens (1752-1797)].,1801,1900,Joseph Mallord William Turner,,Landscapes & Seascapes,"lakes,mountains,religious buildings",Lake Lucerne
TWW0000004506,Eton College Collections,ENG,A Cornfield,,1833,1833,Joseph Murray Ince,1806-1859,Landscapes & Seascapes,"fields,hills,trees,forests,agriculture,people,residential buildings",A Cornfield
TWW0000004507,Eton College Collections,ENG,The Thames at Twickenham,,1833,1833,Joseph Murray Ince,1806-1859,Landscapes & Seascapes,"rivers,trees,townscapes,boats",The Thames Twickenham
TWW0000004508,Eton College Collections,ENG,The Cavalier - Figures by a Cloister,,1808,1878,Joseph Nash the elder,1808-1878,People & Society,"educational buildings,people",The Cavalier - Figures Cloister
TWW0000009787,Rijksmuseum,ENG,Kade bij de Groothoofdspoort te Dordrecht,"Quay at the main port of Dordrecht. 

Kade bij de Groothoofdspoort te Dordrecht, Johannes Christiaan Schotel, 1797 - 1838. Op de kade staan figuren en liggen tonnen. Langs de kade liggen zeilboten aangemeerd. Blad 9 recto uit een schetsboek met 65 bladen.",1797,1838,Johannes Christiaan Schotel,1787-1838,Buildings & Architecture,"ports,rivers,boats,religious buildings,trade",Kade Groothoofdspoort Dordrecht
TWW0000009788,Rijksmuseum,ENG,Voorsteven van een zeilschip,Prow of a sailing ship.,1797,1838,Johannes Christiaan Schotel,1787-1838,Travel & Transport,ships,Voorsteven
TWW0000009789,Rijksmuseum,ENG,Zeilschepen voor anker bij een oever,Sailboats for anchor at a shore.,1797,1838,Johannes Christiaan Schotel,1787-1838,Travel & Transport,"ships,boats",Zeilschepen
TWW0000009790,Rijksmuseum,ENG,Twee mannen op een zeilschip,Two men on a sailing ship.,1797,1838,Johannes Christiaan Schotel,1787-1838,Travel & Transport,"ships,boats",Twee
TWW0000009791,Rijksmuseum,ENG,De St-Jacobskerk te Utrecht,St. Jacob's Church in Utrecht.,1792,1792,Johannes Huibert Prins,1757-1806,Buildings & Architecture,"religious buildings,public spaces,people",De St-Jacobskerk Utrecht
TWW0000009792,Rijksmuseum,ENG,Het stadhuis van Delft,The Town Hall of Delft.,1780,1836,Johannes Jelgerhuis,1770-1836,Buildings & Architecture,"government buildings,markets,public spaces,people,society",Het Delft
TWW0000009793,Rijksmuseum,NLD,De ruïne van de Abdij van Rijnsburg,"The ruins of the Abbey of Rijnburg. 

De ruÃ¯ne van de Abdij van Rijnsburg, Johannes van Lexmond, 1779-1838.",1769,1838,Johannes van Lexmond,1769-1838,Buildings & Architecture,"ruins,religious buildings,sheep",De Abdij Rijnsburg
TWW0000009795,Rijksmuseum,ENG,Italian Mountainous Landscape with Lake Nemi,,1790,1790,John Robert Cozens,1752-1799,Landscapes & Seascapes,"lakes,hills,huts,sheep,towers,cliffs,buildings,architecture",Italian Mountainous Landscape Lake Nemi
TWW0000009797,Rijksmuseum,NLD,Kasteel 't Weldam bij Goor,"Castle in Weldam near Goor. 

Kasteel 't Weldam bij Goor, Joseph Adolf Schmetterling, 1761-1828.",1751,1828,Joseph Adolf Schmetterling,c.1751-1828,Buildings & Architecture,"palaces,rivers,parks",Kasteel 't Weldam Goor
TWW0000009798,Rijksmuseum,ENG,Het veerhuis aan de Lek bij Schoonhoven,The spring house at the Lek bij Schoonhoven.,1761,1828,Joseph Adolf Schmetterling,c.1751-1828,Buildings & Architecture,"rivers,residential buildings,boats",Het Lek Schoonhoven
TWW0000009799,Rijksmuseum,NLD,Mountain Landscape at Tusculum,"Mountain Landscape at Tusculum. 

Tekening uit een groep van 46 tekeningen en studies van voornamelijk stadsgezichten en landschappen in en rond Rome.",1809,1812,Josephus Augustus Knip,1777-1847,Landscapes & Seascapes,"hills,forests,valleys",Mountain Landscape Tusculum
TWW0000009800,Rijksmuseum,ENG,Landscape around Albano Laziale,"Here, Knip drew the Castello Savelli, a medieval fortress atop a hill on the outskirts of Albano Laziale. The castle had been uninhabited since the end of the 18th century, and little by little had fallen into a state of disrepair.",1809,1812,Josephus Augustus Knip,1777-1847,Landscapes & Seascapes,"hills,fields,forts",Landscape Albano Laziale
TWW0000003571,Duke of Northumberland,ENG,Sculptured Stones in Kirk Newton Church,"1,2,3,4 in the south wall, 5 and 6 in the north wall. This watercolour is one of twenty-five bound together in one portfolio.",1847,1863,John Wykeham Archer,1806-1864,Buildings & Architecture,religious buildings,Sculptured Stones Kirk Newton Church
TWW0000003572,Duke of Northumberland,ENG,"A House Supposed to have Belonged to the Order of Knight of St. John in Grinden Chais, Quayside, Newcastle Upon Tyne",This watercolour is one of twenty-five bound together in one portfolio.,1855,1855,John Wykeham Archer,1806-1864,Buildings & Architecture,"ruins,residential buildings,religious buildings,people,roads","A House Supposed Belonged Order Knight St. John Grinden Chais, Quayside, Newcastle Upon Tyne"
TWW0000003573,Duke of Northumberland,ENG,"Head of the Side Castle and Blackgate, Newcastle Upon Tyne",This watercolour is one of twenty-five bound together in one portfolio.,1847,1863,John Wykeham Archer,1806-1864,Buildings & Architecture,"residential buildings,castles,townscapes,people,roads,trade,social life,town squares,public spaces","Head Side Castle Blackgate, Newcastle Upon Tyne"
TWW0000003574,Duke of Northumberland,ENG,"The Side, Newcastle Upon Tyne, with Houses, Shop Fronts, and People",This watercolour is one of twenty-five bound together in one portfolio.,1847,1863,John Wykeham Archer,1806-1864,Buildings & Architecture,"residential buildings,people,social life,trade,roads","The Side, Newcastle Upon Tyne, Houses, Shop Fronts, People"
TWW0000003575,Duke of Northumberland,ENG,"The Blackgate, Newcastle Upon Tyne",This watercolour is one of twenty-five bound together in one portfolio.,1847,1863,John Wykeham Archer,1806-1864,Buildings & Architecture,"residential buildings,roads,people,mining,horse-drawn,trade,social life","The Blackgate, Newcastle Upon Tyne"
TWW0000003576,Duke of Northumberland,ENG,"The Mantlepiece in the Fox and Lamb Inn, Newcastle Upon Tyne","The mantlepiece in the Fox and Lamb Inn, Newcastle Upon Tyne, showing the carved stone with the date 1681. This watercolour is one of twenty-five bound together in one portfolio.",1847,1863,John Wykeham Archer,1806-1864,Buildings & Architecture,"pubs,interiors","The Mantlepiece Fox Lamb Inn, Newcastle Upon Tyne"
TWW0000003577,Duke of Northumberland,ENG,"The Outer Side of the West Wall, Newcastle Upon Tyne",This watercolour is one of twenty-five bound together in one portfolio.,1847,1863,John Wykeham Archer,1806-1864,Buildings & Architecture,"residential buildings,people,roads,horse-drawn","The Outer Side West Wall, Newcastle Upon Tyne"
TWW0000003578,Duke of Northumberland,ENG,South Porch or Transept of St. Gregory's Church in Kirk Newton,This watercolour is one of twenty-five bound together in one portfolio.,1847,1863,John Wykeham Archer,1806-1864,Buildings & Architecture,"religious buildings,religion,interiors",South Porch Transept St. Gregory's Church Kirk Newton
TWW0000003579,Duke of Northumberland,ENG,"St. Gregory's Church, Kirk Newton, and the Graveyard",This watercolour is one of twenty-five bound together in one portfolio.,1847,1863,John Wykeham Archer,1806-1864,Buildings & Architecture,"religious buildings,tombs,hills,landscapes,fields","St. Gregory's Church, Kirk Newton, Graveyard"
TWW0000003580,Duke of Northumberland,ENG,The Town Wall and Part of St. Andrew's Churchyard,This watercolour is one of twenty-five bound together in one portfolio.,1847,1863,John Wykeham Archer,1806-1864,Buildings & Architecture,"religious buildings,tombs,roads,trees",The Town Wall Part St. Andrew's Churchyard
TWW0000003581,Duke of Northumberland,ENG,"The Castle Garth, Newcastle Upon Tyne","The Castle Garth, Newcastle Upon Tyne, from the foot of Pilgrim Street, prior to construction of the viaduct across Dean Street. This watercolour is one of twenty-five bound together in one portfolio.",1847,1847,John Wykeham Archer,1806-1864,Buildings & Architecture,"castles,townscapes,residential buildings,people,ruins,hills","The Castle Garth, Newcastle Upon Tyne"
